,Date,Index,Value
3730,19/08/2021,YENN,5.40%
3731,19/08/2021,BTC,70.74%
3732,20/08/2021,GBP,6.15%
3733,20/08/2021,EUR,4.58%
3734,20/08/2021,YENN,5.28%
3735,20/08/2021,BTC,71.72%
3736,23/08/2021,GBP,5.91%
3737,23/08/2021,EUR,4.63%
3738,23/08/2021,YENN,5.28%
3739,23/08/2021,BTC,71.60%
3740,24/08/2021,GBP,6.49%
3741,24/08/2021,EUR,4.86%
3742,24/08/2021,YENN,5.11%
3743,24/08/2021,BTC,66.62%
3744,25/08/2021,GBP,6.20%
3745,25/08/2021,EUR,4.75%
3746,25/08/2021,YENN,5.08%
3747,25/08/2021,BTC,65.07%
3748,26/08/2021,GBP,6.13%
3749,26/08/2021,EUR,4.77%
3750,26/08/2021,YENN,4.90%
3751,26/08/2021,BTC,67.52%
3752,27/08/2021,GBP,6.25%
3753,27/08/2021,EUR,4.73%
3754,27/08/2021,YENN,4.90%
3755,27/08/2021,BTC,68.61%
3756,30/08/2021,GBP,6.28%
3757,30/08/2021,EUR,4.69%
3758,30/08/2021,YENN,4.67%
3759,30/08/2021,BTC,68.82%
3760,31/08/2021,GBP,6.09%
3761,31/08/2021,EUR,4.64%
3762,31/08/2021,YENN,4.58%
3763,31/08/2021,BTC,62.47%
3764,01/09/2021,GBP,6.09%
3765,01/09/2021,EUR,4.66%
3766,01/09/2021,YENN,4.34%
3767,01/09/2021,BTC,61.67%
3768,02/09/2021,GBP,6.07%
3769,02/09/2021,EUR,4.76%
3770,02/09/2021,YENN,4.21%
3771,02/09/2021,BTC,60.75%
3772,03/09/2021,GBP,6.31%
3773,03/09/2021,EUR,4.78%
3774,03/09/2021,YENN,3.93%
3775,03/09/2021,BTC,60.43%
3776,06/09/2021,GBP,6.26%
3777,06/09/2021,EUR,4.78%
3778,06/09/2021,YENN,3.92%
3779,06/09/2021,BTC,60.78%
3780,07/09/2021,GBP,6.10%
3781,07/09/2021,EUR,3.96%
3782,07/09/2021,YENN,3.55%
3783,07/09/2021,BTC,69.87%
3784,08/09/2021,GBP,6.26%
3785,08/09/2021,EUR,4.08%
3786,08/09/2021,YENN,3.88%
3787,08/09/2021,BTC,69.83%
3788,09/09/2021,GBP,6.26%
3789,09/09/2021,EUR,4.13%
3790,09/09/2021,YENN,3.76%
3791,09/09/2021,BTC,69.86%
3792,10/09/2021,GBP,6.49%
3793,10/09/2021,EUR,4.11%
3794,10/09/2021,YENN,3.94%
3795,10/09/2021,BTC,70.24%
3796,13/09/2021,GBP,6.34%
3797,13/09/2021,EUR,4.13%
3798,13/09/2021,YENN,3.97%
3799,13/09/2021,BTC,65.12%
3800,14/09/2021,GBP,6.19%
3801,14/09/2021,EUR,3.77%
3802,14/09/2021,YENN,3.09%
3803,14/09/2021,BTC,65.93%
3804,15/09/2021,GBP,6.21%
3805,15/09/2021,EUR,3.75%
3806,15/09/2021,YENN,3.04%
3807,15/09/2021,BTC,65.39%
3808,16/09/2021,GBP,5.68%
3809,16/09/2021,EUR,3.04%
3810,16/09/2021,YENN,3.14%
3811,16/09/2021,BTC,65.52%
3812,17/09/2021,GBP,5.86%
3813,17/09/2021,EUR,3.47%
3814,17/09/2021,YENN,3.15%
3815,17/09/2021,BTC,64.12%
3816,20/09/2021,GBP,5.34%
3817,20/09/2021,EUR,3.57%
3818,20/09/2021,YENN,3.26%
3819,20/09/2021,BTC,69.52%
3820,21/09/2021,GBP,5.64%
3821,21/09/2021,EUR,3.52%
3822,21/09/2021,YENN,3.68%
3823,21/09/2021,BTC,71.08%
3824,22/09/2021,GBP,5.00%
3825,22/09/2021,EUR,3.23%
3826,22/09/2021,YENN,3.75%
3827,22/09/2021,BTC,75.13%
3828,23/09/2021,GBP,5.09%
3829,23/09/2021,EUR,3.37%
3830,23/09/2021,YENN,4.35%
3831,23/09/2021,BTC,75.34%
3832,24/09/2021,GBP,5.71%
3833,24/09/2021,EUR,3.69%
3834,24/09/2021,YENN,4.57%
3835,24/09/2021,BTC,75.66%
3836,27/09/2021,GBP,5.64%
3837,27/09/2021,EUR,3.69%
3838,27/09/2021,YENN,4.76%
3839,27/09/2021,BTC,73.62%
3840,28/09/2021,GBP,5.47%
3841,28/09/2021,EUR,3.49%
3842,28/09/2021,YENN,4.73%
3843,28/09/2021,BTC,72.99%
3844,29/09/2021,GBP,6.77%
3845,29/09/2021,EUR,3.49%
3846,29/09/2021,YENN,4.99%
3847,29/09/2021,BTC,73.24%
3848,30/09/2021,GBP,7.29%
3849,30/09/2021,EUR,4.16%
3850,30/09/2021,YENN,5.09%
3851,30/09/2021,BTC,74.68%
3852,01/10/2021,GBP,7.40%
3853,01/10/2021,EUR,4.00%
3854,01/10/2021,YENN,5.39%
3855,01/10/2021,BTC,82.17%
3856,04/10/2021,GBP,7.72%
3857,04/10/2021,EUR,3.98%
3858,04/10/2021,YENN,5.65%
3859,04/10/2021,BTC,82.35%
3860,05/10/2021,GBP,7.78%
3861,05/10/2021,EUR,3.99%
3862,05/10/2021,YENN,5.60%
3863,05/10/2021,BTC,82.11%
3864,06/10/2021,GBP,7.82%
3865,06/10/2021,EUR,4.00%
3866,06/10/2021,YENN,5.78%
3867,06/10/2021,BTC,74.15%
3868,07/10/2021,GBP,7.74%
3869,07/10/2021,EUR,4.05%
3870,07/10/2021,YENN,5.64%
3871,07/10/2021,BTC,74.80%
3872,08/10/2021,GBP,7.80%
3873,08/10/2021,EUR,4.07%
3874,08/10/2021,YENN,5.66%
3875,08/10/2021,BTC,74.82%
3876,11/10/2021,GBP,7.51%
3877,11/10/2021,EUR,4.07%
3878,11/10/2021,YENN,5.63%
3879,11/10/2021,BTC,75.71%
3880,12/10/2021,GBP,7.52%
3881,12/10/2021,EUR,4.07%
3882,12/10/2021,YENN,6.41%
3883,12/10/2021,BTC,76.74%
3884,13/10/2021,GBP,7.51%
3885,13/10/2021,EUR,4.06%
3886,13/10/2021,YENN,6.41%
3887,13/10/2021,BTC,75.82%
3888,14/10/2021,GBP,7.94%
3889,14/10/2021,EUR,4.69%
3890,14/10/2021,YENN,6.36%
3891,14/10/2021,BTC,75.74%
3892,15/10/2021,GBP,7.85%
3893,15/10/2021,EUR,4.63%
3894,15/10/2021,YENN,6.22%
3895,15/10/2021,BTC,78.58%
3896,18/10/2021,GBP,8.16%
3897,18/10/2021,EUR,4.47%
3898,18/10/2021,YENN,6.27%
3899,18/10/2021,BTC,78.16%
3900,19/10/2021,GBP,8.00%
3901,19/10/2021,EUR,4.43%
3902,19/10/2021,YENN,6.32%
3903,19/10/2021,BTC,67.14%
3904,20/10/2021,GBP,7.91%
3905,20/10/2021,EUR,4.48%
3906,20/10/2021,YENN,5.83%
3907,20/10/2021,BTC,62.02%
3908,21/10/2021,GBP,7.93%
3909,21/10/2021,EUR,4.56%
3910,21/10/2021,YENN,5.71%
3911,21/10/2021,BTC,65.86%
3912,22/10/2021,GBP,7.90%
3913,22/10/2021,EUR,4.52%
3914,22/10/2021,YENN,6.01%
3915,22/10/2021,BTC,67.21%
3916,25/10/2021,GBP,7.50%
3917,25/10/2021,EUR,4.23%
3918,25/10/2021,YENN,6.02%
3919,25/10/2021,BTC,63.81%
3920,26/10/2021,GBP,7.36%
3921,26/10/2021,EUR,4.27%
3922,26/10/2021,YENN,5.95%
3923,26/10/2021,BTC,66.44%
3924,27/10/2021,GBP,7.32%
3925,27/10/2021,EUR,4.23%
3926,27/10/2021,YENN,6.01%
3927,27/10/2021,BTC,66.69%
3928,28/10/2021,GBP,6.00%
3929,28/10/2021,EUR,4.23%
3930,28/10/2021,YENN,6.08%
3931,28/10/2021,BTC,66.99%
3932,29/10/2021,GBP,5.14%
3933,29/10/2021,EUR,4.21%
3934,29/10/2021,YENN,6.05%
3935,29/10/2021,BTC,65.92%
3936,01/11/2021,GBP,6.11%
3937,01/11/2021,EUR,5.69%
3938,01/11/2021,YENN,5.98%
3939,01/11/2021,BTC,60.66%
3940,02/11/2021,GBP,5.67%
3941,02/11/2021,EUR,5.75%
3942,02/11/2021,YENN,5.68%
3943,02/11/2021,BTC,61.18%
3944,03/11/2021,GBP,5.69%
3945,03/11/2021,EUR,5.77%
3946,03/11/2021,YENN,5.73%
3947,03/11/2021,BTC,59.99%
3948,04/11/2021,GBP,6.00%
3949,04/11/2021,EUR,5.84%
3950,04/11/2021,YENN,5.60%
3951,04/11/2021,BTC,56.54%
3952,05/11/2021,GBP,7.66%
3953,05/11/2021,EUR,6.00%
3954,05/11/2021,YENN,5.67%
3955,05/11/2021,BTC,55.37%
3956,08/11/2021,GBP,7.62%
3957,08/11/2021,EUR,6.01%
3958,08/11/2021,YENN,5.83%
3959,08/11/2021,BTC,64.22%
3960,09/11/2021,GBP,7.89%
3961,09/11/2021,EUR,6.05%
3962,09/11/2021,YENN,5.65%
3963,09/11/2021,BTC,61.60%
3964,10/11/2021,GBP,7.86%
3965,10/11/2021,EUR,6.03%
3966,10/11/2021,YENN,4.59%
3967,10/11/2021,BTC,61.92%
3968,11/11/2021,GBP,8.71%
3969,11/11/2021,EUR,6.88%
3970,11/11/2021,YENN,5.53%
3971,11/11/2021,BTC,61.66%
3972,12/11/2021,GBP,8.35%
3973,12/11/2021,EUR,6.60%
3974,12/11/2021,YENN,5.49%
3975,12/11/2021,BTC,61.94%
3976,15/11/2021,GBP,8.51%
3977,15/11/2021,EUR,6.60%
3978,15/11/2021,YENN,5.25%
3979,15/11/2021,BTC,57.15%
3980,16/11/2021,GBP,8.05%
3981,16/11/2021,EUR,6.90%
3982,16/11/2021,YENN,5.05%
3983,16/11/2021,BTC,60.34%
3984,17/11/2021,GBP,8.09%
3985,17/11/2021,EUR,6.92%
3986,17/11/2021,YENN,5.57%
3987,17/11/2021,BTC,58.87%
3988,18/11/2021,GBP,8.16%
3989,18/11/2021,EUR,6.86%
3990,18/11/2021,YENN,5.95%
3991,18/11/2021,BTC,60.83%
3992,19/11/2021,GBP,8.10%
3993,19/11/2021,EUR,7.03%
3994,19/11/2021,YENN,5.94%
3995,19/11/2021,BTC,58.45%
3996,22/11/2021,GBP,8.20%
3997,22/11/2021,EUR,7.43%
3998,22/11/2021,YENN,5.72%
3999,22/11/2021,BTC,58.84%
4000,23/11/2021,GBP,8.21%
4001,23/11/2021,EUR,7.38%
4002,23/11/2021,YENN,5.99%
4003,23/11/2021,BTC,57.70%
4004,24/11/2021,GBP,8.19%
4005,24/11/2021,EUR,7.40%
4006,24/11/2021,YENN,6.06%
4007,24/11/2021,BTC,56.36%
4008,25/11/2021,GBP,8.20%
4009,25/11/2021,EUR,7.44%
4010,25/11/2021,YENN,5.98%
4011,25/11/2021,BTC,55.82%
4012,26/11/2021,GBP,8.20%
4013,26/11/2021,EUR,7.46%
4014,26/11/2021,YENN,5.93%
4015,26/11/2021,BTC,58.55%
4016,29/11/2021,GBP,7.97%
4017,29/11/2021,EUR,7.49%
4018,29/11/2021,YENN,7.30%
4019,29/11/2021,BTC,64.27%
4020,30/11/2021,GBP,7.57%
4021,30/11/2021,EUR,6.70%
4022,30/11/2021,YENN,7.03%
4023,30/11/2021,BTC,64.11%
4024,01/12/2021,GBP,7.56%
4025,01/12/2021,EUR,6.66%
4026,01/12/2021,YENN,7.18%
4027,01/12/2021,BTC,62.60%
4028,02/12/2021,GBP,7.54%
4029,02/12/2021,EUR,6.66%
4030,02/12/2021,YENN,7.27%
4031,02/12/2021,BTC,62.67%
4032,03/12/2021,GBP,7.19%
4033,03/12/2021,EUR,6.48%
4034,03/12/2021,YENN,7.28%
4035,03/12/2021,BTC,64.47%
4036,06/12/2021,GBP,5.79%
4037,06/12/2021,EUR,6.33%
4038,06/12/2021,YENN,7.26%
4039,06/12/2021,BTC,66.88%
4040,07/12/2021,GBP,5.88%
4041,07/12/2021,EUR,6.28%
4042,07/12/2021,YENN,7.31%
4043,07/12/2021,BTC,54.12%
4044,08/12/2021,GBP,5.43%
4045,08/12/2021,EUR,6.18%
4046,08/12/2021,YENN,7.27%
4047,08/12/2021,BTC,54.20%
4048,09/12/2021,GBP,5.45%
4049,09/12/2021,EUR,6.67%
4050,09/12/2021,YENN,7.20%
4051,09/12/2021,BTC,56.09%
4052,10/12/2021,GBP,4.21%
4053,10/12/2021,EUR,6.08%
4054,10/12/2021,YENN,6.54%
4055,10/12/2021,BTC,55.90%
4056,13/12/2021,GBP,4.22%
4057,13/12/2021,EUR,6.08%
4058,13/12/2021,YENN,6.53%
4059,13/12/2021,BTC,55.91%
4060,14/12/2021,GBP,4.05%
4061,14/12/2021,EUR,6.11%
4062,14/12/2021,YENN,6.54%
4063,14/12/2021,BTC,56.05%
4064,15/12/2021,GBP,4.11%
4065,15/12/2021,EUR,5.75%
4066,15/12/2021,YENN,6.54%
4067,15/12/2021,BTC,58.04%
4068,16/12/2021,GBP,4.20%
4069,16/12/2021,EUR,5.69%
4070,16/12/2021,YENN,6.19%
4071,16/12/2021,BTC,58.07%
4072,17/12/2021,GBP,4.13%
4073,17/12/2021,EUR,5.85%
4074,17/12/2021,YENN,5.98%
4075,17/12/2021,BTC,56.01%
4076,20/12/2021,GBP,4.68%
4077,20/12/2021,EUR,6.28%
4078,20/12/2021,YENN,5.98%
4079,20/12/2021,BTC,55.64%
4080,21/12/2021,GBP,4.47%
4081,21/12/2021,EUR,5.74%
4082,21/12/2021,YENN,5.99%
4083,21/12/2021,BTC,57.96%
4084,22/12/2021,GBP,4.77%
4085,22/12/2021,EUR,5.64%
4086,22/12/2021,YENN,5.72%
4087,22/12/2021,BTC,56.98%
4088,23/12/2021,GBP,5.27%
4089,23/12/2021,EUR,5.76%
4090,23/12/2021,YENN,5.61%
4091,23/12/2021,BTC,59.39%
4092,24/12/2021,GBP,5.31%
4093,24/12/2021,EUR,5.57%
4094,24/12/2021,YENN,5.66%
4095,24/12/2021,BTC,58.87%
4096,27/12/2021,GBP,5.29%
4097,27/12/2021,EUR,5.58%
4098,27/12/2021,YENN,5.59%
4099,27/12/2021,BTC,54.51%
4100,28/12/2021,GBP,5.33%
4101,28/12/2021,EUR,4.98%
4102,28/12/2021,YENN,3.93%
4103,28/12/2021,BTC,50.20%
4104,29/12/2021,GBP,5.28%
4105,29/12/2021,EUR,5.01%
4106,29/12/2021,YENN,3.93%
4107,29/12/2021,BTC,50.45%
4108,30/12/2021,GBP,5.45%
4109,30/12/2021,EUR,5.07%
4110,30/12/2021,YENN,3.52%
4111,30/12/2021,BTC,51.01%
4112,31/12/2021,GBP,5.41%
4113,31/12/2021,EUR,5.18%
4114,31/12/2021,YENN,3.14%
4115,31/12/2021,BTC,51.10%
4116,03/01/2022,GBP,5.42%
4117,03/01/2022,EUR,5.36%
4118,03/01/2022,YENN,3.14%
4119,03/01/2022,BTC,48.80%
4120,04/01/2022,GBP,5.21%
4121,04/01/2022,EUR,5.83%
4122,04/01/2022,YENN,3.14%
4123,04/01/2022,BTC,45.20%
4124,05/01/2022,GBP,5.28%
4125,05/01/2022,EUR,5.83%
4126,05/01/2022,YENN,3.73%
4127,05/01/2022,BTC,47.99%
4128,06/01/2022,GBP,5.22%
4129,06/01/2022,EUR,5.89%
4130,06/01/2022,YENN,3.77%
4131,06/01/2022,BTC,47.98%
4132,07/01/2022,GBP,5.13%
4133,07/01/2022,EUR,5.50%
4134,07/01/2022,YENN,3.94%
4135,07/01/2022,BTC,45.80%
4136,10/01/2022,GBP,5.25%
4137,10/01/2022,EUR,5.54%
4138,10/01/2022,YENN,3.94%
4139,10/01/2022,BTC,46.00%
4140,11/01/2022,GBP,5.28%
4141,11/01/2022,EUR,5.57%
4142,11/01/2022,YENN,4.16%
4143,11/01/2022,BTC,46.92%
4144,12/01/2022,GBP,5.10%
4145,12/01/2022,EUR,5.60%
4146,12/01/2022,YENN,4.16%
4147,12/01/2022,BTC,48.24%
4148,13/01/2022,GBP,5.30%
4149,13/01/2022,EUR,5.92%
4150,13/01/2022,YENN,4.71%
4151,13/01/2022,BTC,45.49%
4152,14/01/2022,GBP,5.31%
4153,14/01/2022,EUR,5.88%
4154,14/01/2022,YENN,4.91%
4155,14/01/2022,BTC,45.37%
4156,17/01/2022,GBP,5.42%
4157,17/01/2022,EUR,5.99%
4158,17/01/2022,YENN,4.70%
4159,17/01/2022,BTC,44.70%
4160,18/01/2022,GBP,4.65%
4161,18/01/2022,EUR,5.17%
4162,18/01/2022,YENN,4.71%
4163,18/01/2022,BTC,44.27%
4164,19/01/2022,GBP,4.87%
4165,19/01/2022,EUR,5.75%
4166,19/01/2022,YENN,4.71%
4167,19/01/2022,BTC,40.81%
4168,20/01/2022,GBP,4.74%
4169,20/01/2022,EUR,5.76%
4170,20/01/2022,YENN,4.67%
4171,20/01/2022,BTC,41.29%
4172,21/01/2022,GBP,4.42%
4173,21/01/2022,EUR,5.70%
4174,21/01/2022,YENN,4.78%
4175,21/01/2022,BTC,50.13%
4176,24/01/2022,GBP,4.46%
4177,24/01/2022,EUR,5.76%
4178,24/01/2022,YENN,4.69%
4179,24/01/2022,BTC,50.35%
4180,25/01/2022,GBP,4.84%
4181,25/01/2022,EUR,5.79%
4182,25/01/2022,YENN,4.75%
4183,25/01/2022,BTC,50.86%
4184,26/01/2022,GBP,4.77%
4185,26/01/2022,EUR,5.82%
4186,26/01/2022,YENN,4.51%
4187,26/01/2022,BTC,48.01%
4188,27/01/2022,GBP,4.91%
4189,27/01/2022,EUR,6.09%
4190,27/01/2022,YENN,5.26%
4191,27/01/2022,BTC,48.27%
4192,28/01/2022,GBP,5.02%
4193,28/01/2022,EUR,6.52%
4194,28/01/2022,YENN,5.57%
4195,28/01/2022,BTC,48.38%
4196,31/01/2022,GBP,5.05%
4197,31/01/2022,EUR,6.49%
4198,31/01/2022,YENN,5.57%
4199,31/01/2022,BTC,49.29%
4200,01/02/2022,GBP,5.14%
4201,01/02/2022,EUR,6.80%
4202,01/02/2022,YENN,5.59%
4203,01/02/2022,BTC,49.41%
4204,02/02/2022,GBP,5.47%
4205,02/02/2022,EUR,6.64%
4206,02/02/2022,YENN,5.67%
4207,02/02/2022,BTC,51.19%
4208,03/02/2022,GBP,5.42%
4209,03/02/2022,EUR,6.67%
4210,03/02/2022,YENN,5.03%
4211,03/02/2022,BTC,49.12%
4212,04/02/2022,GBP,5.45%
4213,04/02/2022,EUR,7.81%
4214,04/02/2022,YENN,5.41%
4215,04/02/2022,BTC,63.93%
4216,07/02/2022,GBP,5.69%
4217,07/02/2022,EUR,7.78%
4218,07/02/2022,YENN,5.46%
4219,07/02/2022,BTC,65.40%
4220,08/02/2022,GBP,5.47%
4221,08/02/2022,EUR,7.63%
4222,08/02/2022,YENN,5.43%
4223,08/02/2022,BTC,65.40%
4224,09/02/2022,GBP,5.47%
4225,09/02/2022,EUR,7.63%
4226,09/02/2022,YENN,5.53%
4227,09/02/2022,BTC,65.04%
4228,10/02/2022,GBP,5.28%
4229,10/02/2022,EUR,7.56%
4230,10/02/2022,YENN,5.53%
4231,10/02/2022,BTC,64.64%
4232,11/02/2022,GBP,4.87%
4233,11/02/2022,EUR,7.20%
4234,11/02/2022,YENN,5.25%
4235,11/02/2022,BTC,64.39%
4236,14/02/2022,GBP,4.90%
4237,14/02/2022,EUR,7.33%
4238,14/02/2022,YENN,5.14%
4239,14/02/2022,BTC,64.26%
4240,15/02/2022,GBP,4.89%
4241,15/02/2022,EUR,7.41%
4242,15/02/2022,YENN,5.14%
4243,15/02/2022,BTC,65.77%
4244,16/02/2022,GBP,4.88%
4245,16/02/2022,EUR,7.60%
4246,16/02/2022,YENN,5.10%
4247,16/02/2022,BTC,66.01%
4248,17/02/2022,GBP,4.89%
4249,17/02/2022,EUR,7.19%
4250,17/02/2022,YENN,5.17%
4251,17/02/2022,BTC,71.84%
4252,18/02/2022,GBP,4.96%
4253,18/02/2022,EUR,7.19%
4254,18/02/2022,YENN,5.40%
4255,18/02/2022,BTC,71.42%
4256,21/02/2022,GBP,5.00%
4257,21/02/2022,EUR,7.30%
4258,21/02/2022,YENN,5.26%
4259,21/02/2022,BTC,65.79%
4260,22/02/2022,GBP,4.87%
4261,22/02/2022,EUR,7.25%
4262,22/02/2022,YENN,5.35%
4263,22/02/2022,BTC,66.67%
4264,23/02/2022,GBP,4.52%
4265,23/02/2022,EUR,7.26%
4266,23/02/2022,YENN,5.49%
4267,23/02/2022,BTC,67.33%
4268,24/02/2022,GBP,4.66%
4269,24/02/2022,EUR,7.27%
4270,24/02/2022,YENN,5.51%
4271,24/02/2022,BTC,67.96%
4272,25/02/2022,GBP,6.40%
4273,25/02/2022,EUR,7.88%
4274,25/02/2022,YENN,5.28%
4275,25/02/2022,BTC,68.32%
4276,28/02/2022,GBP,6.06%
4277,28/02/2022,EUR,7.28%
4278,28/02/2022,YENN,4.94%
4279,28/02/2022,BTC,75.61%
4280,01/03/2022,GBP,6.19%
4281,01/03/2022,EUR,7.35%
4282,01/03/2022,YENN,5.18%
4283,01/03/2022,BTC,75.83%
4284,02/03/2022,GBP,6.49%
4285,02/03/2022,EUR,7.40%
4286,02/03/2022,YENN,5.21%
4287,02/03/2022,BTC,76.05%
4288,03/03/2022,GBP,6.34%
4289,03/03/2022,EUR,7.24%
4290,03/03/2022,YENN,5.48%
4291,03/03/2022,BTC,75.01%
4292,04/03/2022,GBP,6.30%
4293,04/03/2022,EUR,7.25%
4294,04/03/2022,YENN,5.34%
4295,04/03/2022,BTC,80.96%
4296,07/03/2022,GBP,7.01%
4297,07/03/2022,EUR,7.79%
4298,07/03/2022,YENN,5.34%
4299,07/03/2022,BTC,71.29%
4300,08/03/2022,GBP,7.25%
4301,08/03/2022,EUR,7.67%
4302,08/03/2022,YENN,5.43%
4303,08/03/2022,BTC,68.52%
4304,09/03/2022,GBP,7.22%
4305,09/03/2022,EUR,7.89%
4306,09/03/2022,YENN,5.50%
4307,09/03/2022,BTC,74.72%
4308,10/03/2022,GBP,7.72%
4309,10/03/2022,EUR,10.13%
4310,10/03/2022,YENN,5.35%
4311,10/03/2022,BTC,77.49%
4312,11/03/2022,GBP,7.91%
4313,11/03/2022,EUR,10.20%
4314,11/03/2022,YENN,5.40%
4315,11/03/2022,BTC,77.47%
4316,14/03/2022,GBP,7.88%
4317,14/03/2022,EUR,10.38%
4318,14/03/2022,YENN,6.58%
4319,14/03/2022,BTC,77.63%
4320,15/03/2022,GBP,7.81%
4321,15/03/2022,EUR,10.40%
4322,15/03/2022,YENN,6.60%
4323,15/03/2022,BTC,77.60%
4324,16/03/2022,GBP,7.97%
4325,16/03/2022,EUR,10.42%
4326,16/03/2022,YENN,6.58%
4327,16/03/2022,BTC,77.54%
4328,17/03/2022,GBP,8.52%
4329,17/03/2022,EUR,10.44%
4330,17/03/2022,YENN,6.70%
4331,17/03/2022,BTC,77.45%
4332,18/03/2022,GBP,8.42%
4333,18/03/2022,EUR,10.80%
4334,18/03/2022,YENN,6.78%
4335,18/03/2022,BTC,72.45%
4336,21/03/2022,GBP,8.32%
4337,21/03/2022,EUR,10.88%
4338,21/03/2022,YENN,6.68%
4339,21/03/2022,BTC,72.58%
4340,22/03/2022,GBP,8.35%
4341,22/03/2022,EUR,10.84%
4342,22/03/2022,YENN,6.68%
4343,22/03/2022,BTC,67.40%
4344,23/03/2022,GBP,8.90%
4345,23/03/2022,EUR,10.87%
4346,23/03/2022,YENN,7.72%
4347,23/03/2022,BTC,66.80%
4348,24/03/2022,GBP,8.97%
4349,24/03/2022,EUR,10.82%
4350,24/03/2022,YENN,7.85%
4351,24/03/2022,BTC,66.08%
4352,25/03/2022,GBP,8.94%
4353,25/03/2022,EUR,10.83%
4354,25/03/2022,YENN,8.12%
4355,25/03/2022,BTC,65.70%
4356,28/03/2022,GBP,7.90%
4357,28/03/2022,EUR,10.35%
4358,28/03/2022,YENN,8.14%
4359,28/03/2022,BTC,68.13%
4360,29/03/2022,GBP,8.07%
4361,29/03/2022,EUR,10.37%
4362,29/03/2022,YENN,8.61%
4363,29/03/2022,BTC,60.17%
4364,30/03/2022,GBP,7.89%
4365,30/03/2022,EUR,10.82%
4366,30/03/2022,YENN,8.60%
4367,30/03/2022,BTC,59.78%
4368,31/03/2022,GBP,7.79%
4369,31/03/2022,EUR,10.76%
4370,31/03/2022,YENN,9.43%
4371,31/03/2022,BTC,60.92%
4372,01/04/2022,GBP,7.56%
4373,01/04/2022,EUR,11.12%
4374,01/04/2022,YENN,9.52%
4375,01/04/2022,BTC,59.68%
4376,04/04/2022,GBP,7.56%
4377,04/04/2022,EUR,11.05%
4378,04/04/2022,YENN,9.58%
4379,04/04/2022,BTC,50.96%
4380,05/04/2022,GBP,6.73%
4381,05/04/2022,EUR,9.39%
4382,05/04/2022,YENN,9.21%
4383,05/04/2022,BTC,50.56%
4384,06/04/2022,GBP,6.27%
4385,06/04/2022,EUR,9.68%
4386,06/04/2022,YENN,9.30%
4387,06/04/2022,BTC,54.70%
4388,07/04/2022,GBP,6.26%
4389,07/04/2022,EUR,9.63%
4390,07/04/2022,YENN,9.35%
4391,07/04/2022,BTC,47.40%
4392,08/04/2022,GBP,5.77%
4393,08/04/2022,EUR,7.71%
4394,08/04/2022,YENN,9.33%
4395,08/04/2022,BTC,42.82%
4396,11/04/2022,GBP,5.45%
4397,11/04/2022,EUR,7.58%
4398,11/04/2022,YENN,9.33%
4399,11/04/2022,BTC,49.02%
4400,12/04/2022,GBP,5.27%
4401,12/04/2022,EUR,7.16%
4402,12/04/2022,YENN,9.06%
4403,12/04/2022,BTC,48.70%
4404,13/04/2022,GBP,5.20%
4405,13/04/2022,EUR,7.31%
4406,13/04/2022,YENN,9.08%
4407,13/04/2022,BTC,49.33%
4408,14/04/2022,GBP,6.02%
4409,14/04/2022,EUR,7.65%
4410,14/04/2022,YENN,9.11%
4411,14/04/2022,BTC,47.99%
4412,15/04/2022,GBP,5.62%
4413,15/04/2022,EUR,7.74%
4414,15/04/2022,YENN,9.17%
4415,15/04/2022,BTC,48.32%
4416,18/04/2022,GBP,5.58%
4417,18/04/2022,EUR,7.19%
4418,18/04/2022,YENN,8.90%
4419,18/04/2022,BTC,47.80%
4420,19/04/2022,GBP,5.70%
4421,19/04/2022,EUR,7.09%
4422,19/04/2022,YENN,8.82%
4423,19/04/2022,BTC,47.78%
4424,20/04/2022,GBP,5.69%
4425,20/04/2022,EUR,7.12%
4426,20/04/2022,YENN,10.13%
4427,20/04/2022,BTC,46.50%
4428,21/04/2022,GBP,5.21%
4429,21/04/2022,EUR,7.40%
4430,21/04/2022,YENN,10.44%
4431,21/04/2022,BTC,46.70%
4432,22/04/2022,GBP,5.11%
4433,22/04/2022,EUR,7.38%
4434,22/04/2022,YENN,10.32%
4435,22/04/2022,BTC,45.95%
4436,25/04/2022,GBP,7.16%
4437,25/04/2022,EUR,7.39%
4438,25/04/2022,YENN,9.99%
4439,25/04/2022,BTC,46.39%
4440,26/04/2022,GBP,7.43%
4441,26/04/2022,EUR,7.90%
4442,26/04/2022,YENN,10.43%
4443,26/04/2022,BTC,43.76%
4444,27/04/2022,GBP,8.21%
4445,27/04/2022,EUR,8.07%
4446,27/04/2022,YENN,10.05%
4447,27/04/2022,BTC,45.47%
4448,28/04/2022,GBP,8.22%
4449,28/04/2022,EUR,7.45%
4450,28/04/2022,YENN,10.14%
4451,28/04/2022,BTC,46.14%
4452,29/04/2022,GBP,8.08%
4453,29/04/2022,EUR,6.79%
4454,29/04/2022,YENN,10.86%
4455,29/04/2022,BTC,45.93%
4456,02/05/2022,GBP,8.93%
4457,02/05/2022,EUR,6.81%
4458,02/05/2022,YENN,11.20%
4459,02/05/2022,BTC,45.16%
4460,03/05/2022,GBP,9.03%
4461,03/05/2022,EUR,6.81%
4462,03/05/2022,YENN,11.13%
4463,03/05/2022,BTC,44.94%
4464,04/05/2022,GBP,9.00%
4465,04/05/2022,EUR,6.79%
